Track,ISRC,Spotify Track Ids,Artist(s),Spotify Artist Id(s),Album(s),UPC,Spotify Album Ids,Release Date,Record Label,Country,Days on Chart,Chart Type,Chart Cycle,Peak Position,Peak Date,Latest Position,Position Change,Latest Charting Date,Historical Positions,Spotify Track Link,Spotify Album Link,Spotify Artist Link
"Thotiana (feat. Cardi B, YG) [Remix]",USKO11900097,1JkrD47SDpAbyvqKtolcea,"Blueface, Cardi B, YG","3Fl1V19tmjt57oBdxXKAjJ, 4kYSro6naA4h99UJvo89HB, 0A0FS04o6zMoto8OKPsDwY","Thotiana (feat. Cardi B, YG) [Remix]",634164173920,5DjuLFcOMVFgqG972w6fgp,2019-02-17,"Fifth Amendment Entertainment, eOne Music",Global,7,viral,daily,13,2019-03-10,24,0,2019-03-16,"13, 15, 16, 18, 20, 24, 24",https://open.spotify.com/track/1JkrD47SDpAbyvqKtolcea,https://open.spotify.com/album/5DjuLFcOMVFgqG972w6fgp,https://open.spotify.com/artist/3Fl1V19tmjt57oBdxXKAjJ
Boasty (feat. Idris Elba),GB5KW1900082,7cz506PyIgh2bMN90Mc8Tn,"Wiley, Stefflon Don, Sean Paul, Idris Elba","7k9T7lZlHjRAM1bb0r9Rm3, 2ExGrw6XpbtUAJHTLtUXUD, 3Isy6kedDrgPYoTS1dazA9, 0Dc2rdPzleezxhvQhQbXuS",Boasty (feat. Idris Elba),4050538472097,7JoyVaXzxpgTPjkgB8mWk3,2019-01-21,BMG Rights Management (UK),Global,19,viral,daily,25,2019-03-16,25,1,2019-03-16,"29, 31, 32, 34, 33, 34, 35, 38, 34, 39, 41, 44, 49, 49, 41, 32, 27, 26, 25",https://open.spotify.com/track/7cz506PyIgh2bMN90Mc8Tn,https://open.spotify.com/album/7JoyVaXzxpgTPjkgB8mWk3,https://open.spotify.com/artist/7k9T7lZlHjRAM1bb0r9Rm3
Esclavo de Tus Besos,QZDYA1800006,3g4UyIcQwutiG0TfW32GnX,"Manuel Turizo, Ozuna","0tmwSHipWxN12fsoLcFU3B, 1i8SpTcr7yvPOmcqrbnVXY",Esclavo de Tus Besos,886447562116,6NzT9eDEkJvnbL2gLcT6ai,2019-02-14,"Sony Music Latin, La Industria",Global,7,viral,daily,24,2019-03-13,26,-1,2019-03-16,"28, 27, 25, 24, 24, 25, 26",https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,https://open.spotify.com/album/6NzT9eDEkJvnbL2gLcT6ai,https://open.spotify.com/artist/0tmwSHipWxN12fsoLcFU3B
Per Un Milione,ITUM71900058,5L1HQLXeih82ecmY0tOH7w,Boomdabash,4mAsWDGLUIEdo6imU77WG6,Barracuda (Predator Edition),602577474569,6YECY86JXOVI7qkfvJSHd3,2019-02-07,Universal Music Italia srL.,Global,14,viral,daily,26,2019-03-14,27,0,2019-03-16,"49, 47, 49, 49, 45, 42, 36, 44, 39, 33, 29, 26, 27, 27",https://open.spotify.com/track/5L1HQLXeih82ecmY0tOH7w,https://open.spotify.com/album/6YECY86JXOVI7qkfvJSHd3,https://open.spotify.com/artist/4mAsWDGLUIEdo6imU77WG6
Woke Up Late (feat. Hailee Steinfeld),QMCE31801829,3qLBz3j26AHO2jBYUQWLA6,"Drax Project, Hailee Steinfeld","6S0IvKlvPMX1RtAYtVpUV8, 5p7f24Rk5HkUZsaS3BLG5F",Woke Up Late (feat. Hailee Steinfeld),814908026082,4orebNTJrv5qLKVBOunr1N,2019-01-20,300 Entertainment,Global,26,viral,daily,19,2019-03-07,28,0,2019-03-16,"45, 38, 33, 32, 30, 25, 23, 23, 23, 24, 25, 25, 28, 27, 24, 21, 19, 19, 19, 22, 23, 26, 26, 28, 28, 28",https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6,https://open.spotify.com/album/4orebNTJrv5qLKVBOunr1N,https://open.spotify.com/artist/6S0IvKlvPMX1RtAYtVpUV8
Pa Olvidarte (feat. Manuel Turizo) - Remix,USSD11900002,2ktoFujjJtantyMoVdBJlX,"ChocQuibTown, Zion & Lennox, Farruko, Manuel Turizo","6tkyhGe9hGI3Lcfo4gVh6Z, 21451j1KhjAiaYKflxBjr1, 329e4yvIujISKGKz1BZZbO, 0tmwSHipWxN12fsoLcFU3B",Pa Olvidarte (feat. Manuel Turizo) [Remix],886447536179,3ekwMnFlP79fwylU0W98m0,2019-01-31,Sony Music Latin,Global,21,viral,daily,14,2019-02-24,29,0,2019-03-16,"14, 16, 17, 18, 18, 20, 18, 18, 17, 15, 15, 18, 18, 17, 23, 25, 27, 27, 29, 29, 29",https://open.spotify.com/track/2ktoFujjJtantyMoVdBJlX,https://open.spotify.com/album/3ekwMnFlP79fwylU0W98m0,https://open.spotify.com/artist/6tkyhGe9hGI3Lcfo4gVh6Z
Cinta Luar Biasa,CH6541877139,1Hy1CBFRXYvFL7eJT5MLlG,Andmesh,6IDsZZ4IHgs9VblBgQQSmt,Cinta Luar Biasa,8994925074173,3mSFi7iJudi9yOVxedBZxC,2018-11-01,Hits records,Global,4,viral,daily,30,2019-03-16,30,4,2019-03-16,"47, 39, 34, 30",https://open.spotify.com/track/1Hy1CBFRXYvFL7eJT5MLlG,https://open.spotify.com/album/3mSFi7iJudi9yOVxedBZxC,https://open.spotify.com/artist/6IDsZZ4IHgs9VblBgQQSmt
Un Año,USUM71821048,5BDP2tky8oMQJPS33frKVp,"Sebastian Yatra, Reik","07YUOmWljBTXwIseAUd9TW, 0vR2qb8m9WHeZ5ByCbimq2",Un Año,602577361586,4Vtx3PxyOfBUBuEYAIocsP,2019-01-17,UMLE - Latino,Global,35,viral,daily,15,2019-02-13,31,0,2019-03-16,"17, 17, 17, 15, 16, 15, 15, 18, 18, 19, 19, 19, 19, 19, 19, 18, 15, 16, 17, 17, 17, 27, 25, 27, 26, 24, 23, 22, 37, 33, 32, 33, 32, 31, 31",https://open.spotify.com/track/5BDP2tky8oMQJPS33frKVp,https://open.spotify.com/album/4Vtx3PxyOfBUBuEYAIocsP,https://open.spotify.com/artist/07YUOmWljBTXwIseAUd9TW
Aullando,USSD11800386,7BuHdm4lQqcyG3qTwdkxus,"Wisin & Yandel, Romeo Santos","1wZtkThiXbVNtj6hee6dz9, 5lwmRuXgjX8xIwlnauTZIP","Los Campeones del Pueblo ""The Big Leagues""",886447451380,4zbMionGv9W33xjQfoMyuo,2018-12-13,Sony Music Latin,Global,17,viral,daily,31,2019-03-14,32,0,2019-03-16,"49, 45, 45, 45, 45, 50, 47, 44, 40, 37, 46, 42, 39, 35, 31, 32, 32",https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,https://open.spotify.com/album/4zbMionGv9W33xjQfoMyuo,https://open.spotify.com/artist/1wZtkThiXbVNtj6hee6dz9
Gib Ihm,DECE71900070,5iIgIxtMNeogKaFUfvuAbs,Shirin David,0JBdTCGs111JKKYfLqOEBa,Gib Ihm,4019589003049,6UuswrGTcbaffqBNo4savv,2019-02-14,Shirin David Music,Global,7,viral,daily,17,2019-03-10,33,-3,2019-03-16,"17, 21, 22, 25, 25, 30, 33",https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs,https://open.spotify.com/album/6UuswrGTcbaffqBNo4savv,https://open.spotify.com/artist/0JBdTCGs111JKKYfLqOEBa
Secreto,USXDR1900020,5W83ErFkO3aKAIS1WMi6u0,"Anuel Aa, Karol G","2R21vXR83lH98kGeO99Y66, 790FomKkXshlbRYZFtlgla",Secreto,602577443893,6owzcG80ifZRDApCpzJYK1,2019-01-14,Anuel AA & Karol G - Secreto,Global,42,viral,daily,4,2019-02-10,34,-1,2019-03-16,"5, 6, 7, 7, 6, 7, 8, 4, 4, 6, 6, 6, 6, 7, 10, 9, 10, 12, 14, 13, 14, 16, 17, 18, 19, 20, 19, 19, 24, 24, 25, 22, 21, 21, 21, 26, 29, 30, 31, 30, 33, 34",https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,https://open.spotify.com/album/6owzcG80ifZRDApCpzJYK1,https://open.spotify.com/artist/2R21vXR83lH98kGeO99Y66
i'm so tired...,GBKPL1933763,7COXchtUOMd6uIT6HvmRaI,"Lauv, Troye Sivan","5JZ7CnR6gTvEMKX4g70Amv, 3WGpXCj9YhhfX11TToZcXP",i'm so tired...,5056167111702,13yMsBNa2femeWzhcDOqFw,2019-01-23,Lauv,Global,28,viral,daily,8,2019-02-20,35,1,2019-03-16,"9, 10, 11, 8, 11, 15, 15, 12, 13, 13, 13, 14, 15, 15, 26, 26, 26, 25, 23, 24, 23, 36, 35, 35, 37, 36, 36, 35",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,https://open.spotify.com/album/13yMsBNa2femeWzhcDOqFw,https://open.spotify.com/artist/5JZ7CnR6gTvEMKX4g70Amv
Dancin - Krono Remix,QMLA71400326,6WkJ2OK163XXS2oARUC9JM,"Aaron Smith, Luvli","77qukKzmdI5BeMBR7WGUrN, 6dqohi36avY0M9urnyhITr",Dancin (Krono Remix),886444926584,2J2f6vGACFrRghO1Ki74BE,2014-11-09,Sony Music Entertainment,Global,27,viral,daily,36,2019-03-07,36,3,2019-03-16,"47, 48, 50, 48, 47, 43, 46, 42, 40, 39, 38, 38, 39, 46, 44, 42, 38, 36, 36, 38, 42, 43, 45, 44, 42, 39, 36",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,https://open.spotify.com/album/2J2f6vGACFrRghO1Ki74BE,https://open.spotify.com/artist/77qukKzmdI5BeMBR7WGUrN
MIDDLE CHILD,QMJMT1902056,2JvzF1RMd7lE3KmFlsyZD8,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,MIDDLE CHILD,810760037709,3XzSOIE6zGLliuqsVGLmUc,2019-01-22,Dreamville,Global,28,viral,daily,5,2019-02-17,37,-2,2019-03-16,"5, 5, 5, 6, 6, 8, 9, 17, 14, 14, 14, 16, 16, 16, 22, 23, 28, 27, 28, 28, 28, 30, 32, 31, 34, 35, 35, 37",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,https://open.spotify.com/album/3XzSOIE6zGLliuqsVGLmUc,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5
