Track,ISRC,Spotify Track Ids,Artist(s),Spotify Artist Id(s),Album(s),UPC,Spotify Album Ids,Release Date,Record Label,Country,Days on Chart,Chart Type,Chart Cycle,Peak Position,Peak Date,Latest Position,Position Change,Latest Charting Date,Historical Positions,Spotify Track Link,Spotify Album Link,Spotify Artist Link
As You Find Me - Live,AUHS01912033,4C4HCABSCJDI5LNB7WlXp8,Hillsong United,74cb3MG0x0BOnYNW1uXYnM,As You Find Me (Live),602577443121,390noiIaOOV2M043YmpzIJ,2019-02-07,Hillsong (HIL),Australia,3,viral,daily,41,2019-03-16,41,5,2019-03-16,"49, 46, 41",https://open.spotify.com/track/4C4HCABSCJDI5LNB7WlXp8,https://open.spotify.com/album/390noiIaOOV2M043YmpzIJ,https://open.spotify.com/artist/74cb3MG0x0BOnYNW1uXYnM
Dancin - Krono Remix,QMLA71400326,6WkJ2OK163XXS2oARUC9JM,"Aaron Smith, Luvli","77qukKzmdI5BeMBR7WGUrN, 6dqohi36avY0M9urnyhITr",Dancin (Krono Remix),886444926584,2J2f6vGACFrRghO1Ki74BE,2014-11-09,Sony Music Entertainment,Australia,54,viral,daily,25,2019-03-09,42,-8,2019-03-16,"48, 49, 46, 49, 49, 49, 42, 44, 50, 45, 43, 48, 50, 47, 43, 40, 41, 40, 39, 47, 46, 42, 39, 36, 35, 28, 34, 33, 35, 39, 37, 38, 41, 43, 39, 39, 41, 43, 44, 40, 33, 31, 30, 28, 28, 27, 25, 35, 41, 41, 44, 33, 34, 42",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,https://open.spotify.com/album/2J2f6vGACFrRghO1Ki74BE,https://open.spotify.com/artist/77qukKzmdI5BeMBR7WGUrN
Drink Too Much,AUFF01900007,0Kay5aNjJKULrS9TbpPZCW,G Flip,4SdIXLzfabqU61iK7SnKAU,Drink Too Much,044003203884,4VKrev8T7WI6QKMUyU7WIM,2019-01-16,G Flip,Australia,35,viral,daily,23,2019-02-28,43,-2,2019-03-16,"31, 31, 32, 35, 37, 36, 37, 49, 48, 49, 48, 49, 40, 29, 34, 31, 26, 24, 23, 24, 25, 34, 35, 37, 38, 39, 41, 39, 49, 43, 43, 39, 42, 41, 43",https://open.spotify.com/track/0Kay5aNjJKULrS9TbpPZCW,https://open.spotify.com/album/4VKrev8T7WI6QKMUyU7WIM,https://open.spotify.com/artist/4SdIXLzfabqU61iK7SnKAU
Wow.,USUM71822626,6MWtB6iiXyIwun0YzU6DFP,Post Malone,246dkjvS1zLTtiykXe5h60,Wow.,602577412813,5Dcz8PZHKuvTyjbqEPL5VM,2018-12-23,Republic Records,Australia,61,viral,daily,1,2019-01-15,44,-2,2019-03-16,"1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 6, 6, 6, 9, 8, 8, 10, 8, 10, 10, 10, 12, 12, 14, 14, 16, 16, 17, 18, 20, 21, 20, 23, 23, 24, 27, 28, 30, 32, 34, 36, 36, 38, 37, 40, 40, 38, 41, 43, 42, 44",https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,https://open.spotify.com/album/5Dcz8PZHKuvTyjbqEPL5VM,https://open.spotify.com/artist/246dkjvS1zLTtiykXe5h60
Dancing With A Stranger (with Normani),GBUM71807386,6Qs4SXO9dwPj5GKvVOv8Ki,"Sam Smith, Normani","2wY79sveU1sp5g7SokKOiI, 2cWZOOzeOm4WmBJRnD5R7I",Dancing With A Stranger (with Normani),602577404139,1V9oE8bVilClrk5naqyyvL,2019-01-10,Capitol,Australia,42,viral,daily,2,2019-02-03,45,-5,2019-03-16,"2, 2, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 8, 8, 7, 9, 10, 10, 11, 12, 12, 15, 15, 15, 14, 15, 19, 20, 21, 22, 21, 22, 24, 33, 33, 33, 33, 36, 40, 45",https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,https://open.spotify.com/album/1V9oE8bVilClrk5naqyyvL,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI
Act Up,USUG11802247,4eIT2gZ0WZyJpgfmoD6saJ,City Girls,37hAfseJWi0G3Scife12Il,Girl Code,602577328282,45TU0GIOO5AxFoiOPk08i1,2018-11-15,"Quality Control Music, Motown Records, Capitol Records",Australia,8,viral,daily,44,2019-03-10,46,2,2019-03-16,"50, 46, 44, 46, 44, 49, 48, 46",https://open.spotify.com/track/4eIT2gZ0WZyJpgfmoD6saJ,https://open.spotify.com/album/45TU0GIOO5AxFoiOPk08i1,https://open.spotify.com/artist/37hAfseJWi0G3Scife12Il
Brothers,USSM11807756,3OKjDHmSJVKOn6V4hCR8bq,Lil Tjay,6jGMq4yGs7aQzuGsMgVgZR,Brothers,886447341063,0SatSu4oPcySbIrsjWPrOt,2018-10-25,Columbia,Australia,2,viral,daily,47,2019-03-16,47,2,2019-03-16,"49, 47",https://open.spotify.com/track/3OKjDHmSJVKOn6V4hCR8bq,https://open.spotify.com/album/0SatSu4oPcySbIrsjWPrOt,https://open.spotify.com/artist/6jGMq4yGs7aQzuGsMgVgZR
You're Somebody Else,SEXCG1700102,0pdKRp2sUthTPe7RLWpPqQ,flora cash,6GpcBKNmZDIrRzYkPJu7Wd,You're Somebody Else,886447176092,5BuS8meOLEcgGpdPPZfSgC,2018-06-18,"Bee & El, RCA Records",Australia,14,viral,daily,31,2019-03-13,48,-13,2019-03-16,"49, 39, 35, 39, 40, 39, 33, 39, 35, 34, 31, 32, 35, 48",https://open.spotify.com/track/0pdKRp2sUthTPe7RLWpPqQ,https://open.spotify.com/album/5BuS8meOLEcgGpdPPZfSgC,https://open.spotify.com/artist/6GpcBKNmZDIrRzYkPJu7Wd
7 rings,USUM71900110,6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",602577490385,2fYhqwDWXjbpjaIJPEfKFw,2019-02-07,Republic Records,Australia,14,viral,daily,22,2019-03-03,49,-11,2019-03-16,"22, 22, 24, 24, 26, 31, 30, 38, 38, 36, 37, 40, 38, 49",https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,https://open.spotify.com/album/2fYhqwDWXjbpjaIJPEfKFw,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR
365,USUM71900881,2XWjPtKdi5sucFYtVav07d,"Zedd, Katy Perry","2qxJFvFYMEDqd7ui6kSAcq, 6jJ0s89eD6GaHleKKya26X",365,602577461934,7DMS5dzWQu7R3D59CKw4TA,2019-02-13,Interscope Records,Australia,7,viral,daily,36,2019-03-10,50,-5,2019-03-16,"36, 36, 37, 38, 45, 45, 50",https://open.spotify.com/track/2XWjPtKdi5sucFYtVav07d,https://open.spotify.com/album/7DMS5dzWQu7R3D59CKw4TA,https://open.spotify.com/artist/2qxJFvFYMEDqd7ui6kSAcq
