Track,ISRC,Spotify Track Ids,Artist(s),Spotify Artist Id(s),Album(s),UPC,Spotify Album Ids,Release Date,Record Label,Country,Days on Chart,Chart Type,Chart Cycle,Peak Position,Peak Date,Latest Position,Position Change,Latest Charting Date,Historical Positions,Spotify Track Link,Spotify Album Link,Spotify Artist Link
Drunken Lullabies,USA6G0223001,3dtVKmxWGhAB9CLnHHS3Nm,Flogging Molly,5kQGFREO5FzMBMsAO3cEtj,Drunken Lullabies,603967123067,4BbJ5NKPiICpTrGo1YmQmO,2001-12-31,SideOneDummy Records,Ireland,1,viral,daily,39,2019-03-16,39,,2019-03-16,39,https://open.spotify.com/track/3dtVKmxWGhAB9CLnHHS3Nm,https://open.spotify.com/album/4BbJ5NKPiICpTrGo1YmQmO,https://open.spotify.com/artist/5kQGFREO5FzMBMsAO3cEtj
Play God,GBKPL1778702,022k1qYIMWV20yW7tjiBv5,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,Play God,602567890294,5uzU3A3Ppl7g1Cf4LUHIfZ,2017-05-30,Polydor Records,Ireland,20,viral,daily,33,2019-02-28,40,-2,2019-03-16,"46, 37, 37, 34, 36, 36, 35, 36, 33, 33, 36, 36, 39, 49, 48, 47, 39, 37, 38, 40",https://open.spotify.com/track/022k1qYIMWV20yW7tjiBv5,https://open.spotify.com/album/5uzU3A3Ppl7g1Cf4LUHIfZ,https://open.spotify.com/artist/6zlR5ttMfMNmwf2lecU9Cc
Catchy Song (feat. T-Pain & That Girl Lay Lay),USNLR1900025,1JiTWss0EJ3u084OucEvMS,"Dillon Francis, T-Pain, That Girl Lay Lay","5R3Hr2cnCCjt220Jmt2xLf, 3aQeKQSyrW4qWr35idm0cy, 6GVYRmhvBibjGCythicOlZ",Catchy Song (feat. T-Pain & That Girl lay Lay) [From The LEGO® Movie 2: The Second Part - Original Motion Picture Soundtrack],794043199639,4Z31kcjkOvonaJO3NeZR6C,2019-03-14,Watertower Music,Ireland,3,viral,daily,32,2019-03-14,41,-8,2019-03-16,"32, 33, 41",https://open.spotify.com/track/1JiTWss0EJ3u084OucEvMS,https://open.spotify.com/album/4Z31kcjkOvonaJO3NeZR6C,https://open.spotify.com/artist/5R3Hr2cnCCjt220Jmt2xLf
Let Me Down Slowly,USAT21802284,2qxmye6gAegTMjLKEBoR3d,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,Narrated For You,075679858450,6jKZplJpy21R5lHaYHHjmZ,2018-11-15,,Ireland,39,viral,daily,20,2019-02-08,42,-3,2019-03-16,"50, 39, 32, 31, 27, 31, 24, 23, 22, 27, 27, 27, 25, 23, 20, 21, 30, 30, 28, 25, 32, 41, 45, 46, 44, 46, 41, 41, 41, 42, 44, 45, 43, 46, 49, 48, 47, 39, 42",https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,https://open.spotify.com/album/6jKZplJpy21R5lHaYHHjmZ,https://open.spotify.com/artist/5IH6FPUwQTxPSXurCrcIov
Aullando,USSD11800386,7BuHdm4lQqcyG3qTwdkxus,"Wisin & Yandel, Romeo Santos","1wZtkThiXbVNtj6hee6dz9, 5lwmRuXgjX8xIwlnauTZIP","Los Campeones del Pueblo ""The Big Leagues""",886447451380,4zbMionGv9W33xjQfoMyuo,2018-12-13,Sony Music Latin,Ireland,3,viral,daily,42,2019-03-14,43,2,2019-03-16,"42, 45, 43",https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,https://open.spotify.com/album/4zbMionGv9W33xjQfoMyuo,https://open.spotify.com/artist/1wZtkThiXbVNtj6hee6dz9
Nobody's Home,AUUM71801027,4OxyYXWVqfqkLIwzffmbLS,"Mallrat, Basenji","4OSArit7O2Jaj4mgf3YN7A, 4FH1qQ5KcTtomryu4O5pgX",Nobody's Home,602577194894,1qjRI3NkRKoAkWrThH5Ueu,2019-01-31,Universal Music Australia,Ireland,5,viral,daily,34,2019-03-13,44,-1,2019-03-16,"44, 34, 41, 43, 44",https://open.spotify.com/track/4OxyYXWVqfqkLIwzffmbLS,https://open.spotify.com/album/1qjRI3NkRKoAkWrThH5Ueu,https://open.spotify.com/artist/4OSArit7O2Jaj4mgf3YN7A
Power Over Me,USUG11802208,0OGNtqKkjI7FCE9HZ4Khgo,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Power Over Me,602577377747,7ohVCsxjU81BfXDGj6W8Ba,2018-12-13,UMGRI Interscope,Ireland,65,viral,daily,2,2019-01-06,45,1,2019-03-16,"4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 5, 6, 7, 6, 8, 8, 14, 16, 17, 17, 17, 17, 17, 22, 18, 20, 19, 17, 19, 19, 19, 20, 23, 25, 26, 25, 25, 25, 25, 26, 28, 29, 30, 34, 42, 45, 43, 43, 43, 50, 46, 45",https://open.spotify.com/track/0OGNtqKkjI7FCE9HZ4Khgo,https://open.spotify.com/album/7ohVCsxjU81BfXDGj6W8Ba,https://open.spotify.com/artist/5KNNVgR6LBIABRIomyCwKJ
Hello My Love,GBUM71807035,4EtIza2cKMmR2XP7idebXG,Westlife,5Z1CCuBsyhEHngq3U5IraY,Hello My Love,602577348020,319h1Lrxw9Xmx4TDoPG2Hk,2019-01-09,Virgin EMI,Ireland,42,viral,daily,11,2019-02-05,46,-9,2019-03-16,"15, 14, 11, 11, 11, 11, 11, 13, 12, 12, 13, 12, 12, 12, 16, 16, 17, 15, 16, 18, 18, 22, 22, 23, 24, 24, 26, 25, 30, 31, 30, 29, 30, 34, 38, 37, 40, 36, 37, 35, 37, 46",https://open.spotify.com/track/4EtIza2cKMmR2XP7idebXG,https://open.spotify.com/album/319h1Lrxw9Xmx4TDoPG2Hk,https://open.spotify.com/artist/5Z1CCuBsyhEHngq3U5IraY
Lost,USUG11802832,57MUBmB0IhftnHLtlQK9JP,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Lost,602577425387,0Z2xdaaokOpdbKBwcdiFBW,2019-02-05,Riggins Recording,Ireland,14,viral,daily,18,2019-03-03,47,-11,2019-03-16,"18, 24, 25, 33, 41, 41, 37, 48, 42, 41, 35, 29, 36, 47",https://open.spotify.com/track/57MUBmB0IhftnHLtlQK9JP,https://open.spotify.com/album/0Z2xdaaokOpdbKBwcdiFBW,https://open.spotify.com/artist/5KNNVgR6LBIABRIomyCwKJ
Devil’s Dance Floor,USA6G0021910,4HmWMHOYSwxgnnNKG8thuD,Flogging Molly,5kQGFREO5FzMBMsAO3cEtj,Swagger,603967121964,7Jj1zGBtvK00r417boBIEj,1999-12-31,SideOneDummy Records,Ireland,1,viral,daily,48,2019-03-16,48,,2019-03-16,48,https://open.spotify.com/track/4HmWMHOYSwxgnnNKG8thuD,https://open.spotify.com/album/7Jj1zGBtvK00r417boBIEj,https://open.spotify.com/artist/5kQGFREO5FzMBMsAO3cEtj
Istanbul,USEE10181576,63vL5oxWrlvaJ0ayNaQnbX,They Might Be Giants,6zB02lwP6L6ZH32nggQiJT,Flood,075596090766,7FwAtuhhWivxvK4aPgyyUD,1990-01-01,Rhino,Ireland,24,viral,daily,22,2019-02-27,49,-2,2019-03-16,"41, 35, 30, 24, 23, 25, 22, 25, 27, 30, 38, 41, 40, 41, 42, 36, 31, 31, 24, 24, 49, 38, 47, 49",https://open.spotify.com/track/63vL5oxWrlvaJ0ayNaQnbX,https://open.spotify.com/album/7FwAtuhhWivxvK4aPgyyUD,https://open.spotify.com/artist/6zB02lwP6L6ZH32nggQiJT
"The Parting Glass - Live At Abbey Road Studios, UK / 2018",IEUM71800056,3GeCzaWeVyHz8IESmWe6ph,Sibéal,0KT1pvlMlEkRJVQ1TKHhdj,"The Parting Glass (Live At Abbey Road Studios, UK / 2018)",602577308697,2N911mqun0slxQn4bwM0IA,2018-11-22,Universal Music Ireland,Ireland,1,viral,daily,50,2019-03-16,50,,2019-03-16,50,https://open.spotify.com/track/3GeCzaWeVyHz8IESmWe6ph,https://open.spotify.com/album/2N911mqun0slxQn4bwM0IA,https://open.spotify.com/artist/0KT1pvlMlEkRJVQ1TKHhdj
