Track,ISRC,Spotify Track Ids,Artist(s),Spotify Artist Id(s),Album(s),UPC,Spotify Album Ids,Release Date,Record Label,Country,Days on Chart,Chart Type,Chart Cycle,Peak Position,Peak Date,Latest Position,Position Change,Latest Charting Date,Historical Positions,Spotify Track Link,Spotify Album Link,Spotify Artist Link
Con Calma,US2BU1900125,5w9c2J52mkdntKOmRLeM2m,"Daddy Yankee, Snow","4VMYDCV2IEDYJArk749S6m, 3uZFBSsMiooimnprFL9jD1",Con Calma,602577433320,1otwHKoQ5KPaiekpYk4tWh,2019-01-23,El Cartel Records (EC3),United States,28,viral,daily,5,2019-02-26,11,1,2019-03-16,"16, 17, 16, 17, 13, 10, 9, 6, 6, 5, 5, 5, 6, 8, 7, 7, 7, 6, 7, 9, 12, 14, 13, 13, 15, 14, 12, 11",https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,https://open.spotify.com/album/1otwHKoQ5KPaiekpYk4tWh,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m
Dissolve,USAT21704522,7pBrj5rt4SSxXwFKOyZfHR,Absofacto,7gAYvcQFmAruyvwGjxrSUr,Thousand Peaces,075679886712,79mdn7airf7jJw1dhV1PCI,2017-11-02,Absofacto,United States,22,viral,daily,12,2019-03-16,12,1,2019-03-16,"50, 33, 31, 25, 26, 25, 25, 24, 22, 25, 28, 27, 22, 21, 19, 19, 19, 15, 14, 13, 13, 12",https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR,https://open.spotify.com/album/79mdn7airf7jJw1dhV1PCI,https://open.spotify.com/artist/7gAYvcQFmAruyvwGjxrSUr
Pa Mí - Remix,QM9WM1900002,224EVTFiLsdQignUFLvDeH,"Dalex, Rafa Pabön, Khea, Sech, Cazzu, Feid, Lenny Tavárez","0KPX4Ucy9dk82uj4GpKesn, 11YLRSsZA3YVuQQtHXKTlz, 4m6ubhNsdwF4psNf3R8kwR, 77ziqFxp5gaInVrF2lj4ht, 6w3SkAHYPsQ1bxV7VDlG5y, 2LRoIwlKmHjgvigdNGBHNo, 1pQWsZQehhS4wavwh7Fnxd",Pa Mí (Remix),858167007932,4OyP4eAtpTHXjpVBjJvPNG,2019-02-06,Rich Music,United States,14,viral,daily,11,2019-03-14,13,1,2019-03-16,"31, 26, 24, 23, 20, 19, 18, 17, 15, 14, 13, 11, 14, 13",https://open.spotify.com/track/224EVTFiLsdQignUFLvDeH,https://open.spotify.com/album/4OyP4eAtpTHXjpVBjJvPNG,https://open.spotify.com/artist/0KPX4Ucy9dk82uj4GpKesn
Murder On My Mind,QMCE31801827,7eBqSVxrzQZtK2mmgRG6lC,YNW Melly,1cNDP5yjU5vjeR8qMf4grg,I AM YOU,814908026372,7naY6j4wcgUxfHB98G79CW,2018-08-02,,United States,54,viral,daily,3,2019-03-04,14,-3,2019-03-16,"38, 32, 34, 30, 32, 26, 27, 33, 35, 49, 50, 46, 43, 43, 42, 40, 39, 42, 48, 46, 48, 48, 44, 23, 17, 10, 10, 9, 6, 8, 8, 7, 7, 7, 7, 7, 7, 6, 5, 5, 4, 3, 3, 3, 4, 4, 4, 5, 7, 8, 9, 10, 11, 14",https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,https://open.spotify.com/album/7naY6j4wcgUxfHB98G79CW,https://open.spotify.com/artist/1cNDP5yjU5vjeR8qMf4grg
Don't Call Me Up,GBUM71808052,5WHTFyqSii0lmT9R21abT8,Mabel,1MIVXf74SZHmTIp4V4paH4,Ivy To Roses (Mixtape),602577411656,0syM7OUAhV7S6XmOa4nLUZ,2019-01-17,Polydor Records,United States,35,viral,daily,2,2019-02-17,15,0,2019-03-16,"3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 4, 4, 4, 4, 4, 3, 3, 2, 2, 2, 2, 3, 4, 5, 7, 10, 11, 11, 18, 18, 17, 17, 15, 15, 15",https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,https://open.spotify.com/album/0syM7OUAhV7S6XmOa4nLUZ,https://open.spotify.com/artist/1MIVXf74SZHmTIp4V4paH4
Please Me,USAT21811659,0PG9fbaaHFHfre2gUVo7AN,"Cardi B, Bruno Mars","4kYSro6naA4h99UJvo89HB, 0du5cEVh5yTK9QJze8zA0C",Please Me,075679853653,5a4sJJ3qjn6hqRsvm0Veso,2019-02-14,"Atlantic, KSR",United States,7,viral,daily,9,2019-03-10,16,0,2019-03-16,"9, 11, 11, 11, 12, 16, 16",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,https://open.spotify.com/album/5a4sJJ3qjn6hqRsvm0Veso,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB
11 Minutes (with Halsey feat. Travis Barker),USUG11800795,4mGdjNMo0RonTlOEb7cYg4,"YUNGBLUD, Halsey, Travis Barker","6Ad91Jof8Niiw0lGLLi3NW, 26VFTg2z8YR0cCuwLzESi2, 4exLIFE8sISLr28sqG1qNX",11 Minutes (with Halsey feat. Travis Barker),602577440595,7jY0r3cjoRY6M3IqRb1m7H,2019-02-13,"Locomotion Recordings, Geffen Records",United States,7,viral,daily,11,2019-03-10,17,0,2019-03-16,"11, 12, 12, 12, 16, 17, 17",https://open.spotify.com/track/4mGdjNMo0RonTlOEb7cYg4,https://open.spotify.com/album/7jY0r3cjoRY6M3IqRb1m7H,https://open.spotify.com/artist/6Ad91Jof8Niiw0lGLLi3NW
TWIT,KRA381900397,6qyz1KOlGJsKYJ4ZsRmRSD,Hwa Sa,7bmYpVgQub656uNTu6qGNQ,TWIT,8804775099342,6KL4s0Y6Ijcj0QP1Nm1EVF,2019-02-12,"RBW, Inc",United States,7,viral,daily,15,2019-03-10,18,0,2019-03-16,"15, 16, 16, 18, 20, 18, 18",https://open.spotify.com/track/6qyz1KOlGJsKYJ4ZsRmRSD,https://open.spotify.com/album/6KL4s0Y6Ijcj0QP1Nm1EVF,https://open.spotify.com/artist/7bmYpVgQub656uNTu6qGNQ
Moonlight,USHM21844771,0A5gdlrpAuQqZ2iFgnqBFW,Gaullin,1aQwKFn00nswXRDUDipm0K,Moonlight,886447285527,4IU5ADOJ9DnVa9clXVhrEE,2018-09-06,b1,United States,2,viral,daily,19,2019-03-16,19,5,2019-03-16,"24, 19",https://open.spotify.com/track/0A5gdlrpAuQqZ2iFgnqBFW,https://open.spotify.com/album/4IU5ADOJ9DnVa9clXVhrEE,https://open.spotify.com/artist/1aQwKFn00nswXRDUDipm0K
Pop Out (feat. Lil TJay),USQX91900309,5AjINjwKyRvQJhSe2zpPHi,"Polo G, Lil Tjay","6AgTAQt8XS6jRWi4sX7w49, 6jGMq4yGs7aQzuGsMgVgZR",Pop Out (feat. Lil TJay),886447536087,2QZIT7e4W9ZFQ716TSxRI3,2019-01-31,Columbia,United States,21,viral,daily,19,2019-02-24,20,1,2019-03-16,"19, 21, 19, 20, 23, 26, 26, 24, 22, 23, 25, 25, 24, 23, 25, 23, 25, 21, 21, 21, 20",https://open.spotify.com/track/5AjINjwKyRvQJhSe2zpPHi,https://open.spotify.com/album/2QZIT7e4W9ZFQ716TSxRI3,https://open.spotify.com/artist/6AgTAQt8XS6jRWi4sX7w49
MIDDLE CHILD,QMJMT1902056,2JvzF1RMd7lE3KmFlsyZD8,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,MIDDLE CHILD,810760037709,3XzSOIE6zGLliuqsVGLmUc,2019-01-22,Dreamville,United States,28,viral,daily,5,2019-02-17,21,-1,2019-03-16,"5, 5, 5, 5, 5, 5, 5, 9, 8, 8, 9, 10, 10, 11, 14, 15, 17, 16, 16, 16, 15, 16, 17, 19, 19, 19, 20, 21",https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,https://open.spotify.com/album/3XzSOIE6zGLliuqsVGLmUc,https://open.spotify.com/artist/6l3HvQ5sa6mXTsMTB19rO5
Woke Up Late (feat. Hailee Steinfeld),QMCE31801829,3qLBz3j26AHO2jBYUQWLA6,"Drax Project, Hailee Steinfeld","6S0IvKlvPMX1RtAYtVpUV8, 5p7f24Rk5HkUZsaS3BLG5F",Woke Up Late (feat. Hailee Steinfeld),814908026082,4orebNTJrv5qLKVBOunr1N,2019-01-20,300 Entertainment,United States,35,viral,daily,9,2019-02-26,22,-3,2019-03-16,"24, 25, 26, 25, 24, 24, 23, 24, 22, 18, 18, 15, 14, 14, 12, 10, 9, 10, 11, 12, 12, 15, 14, 13, 14, 13, 14, 14, 13, 14, 18, 20, 18, 19, 22",https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6,https://open.spotify.com/album/4orebNTJrv5qLKVBOunr1N,https://open.spotify.com/artist/6S0IvKlvPMX1RtAYtVpUV8
Dancin - Krono Remix,QMLA71400326,6WkJ2OK163XXS2oARUC9JM,"Aaron Smith, Luvli","77qukKzmdI5BeMBR7WGUrN, 6dqohi36avY0M9urnyhITr",Dancin (Krono Remix),886444926584,2J2f6vGACFrRghO1Ki74BE,2014-11-09,Sony Music Entertainment,United States,57,viral,daily,2,2019-01-30,23,-1,2019-03-16,"8, 5, 5, 5, 5, 5, 5, 5, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 5, 6, 7, 8, 8, 7, 6, 6, 6, 6, 10, 11, 10, 12, 13, 13, 13, 19, 20, 21, 20, 17, 17, 17, 22, 22, 23, 22, 22, 22, 23",https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,https://open.spotify.com/album/2J2f6vGACFrRghO1Ki74BE,https://open.spotify.com/artist/77qukKzmdI5BeMBR7WGUrN
Talk,USRC11900004,0rTV5WefWd1J3OwIheTzxM,"Khalid, Disclosure","6LuN9FCkKOj5PcnpouEgny, 6nS5roXSAGhTGr34W6n7Et",Talk,886447506318,58kvvQvx6OtLqEDhqYSzyM,2019-02-06,"Right Hand Music Group, RCA Records",United States,14,viral,daily,5,2019-03-03,24,-1,2019-03-16,"5, 6, 8, 9, 11, 13, 13, 20, 21, 24, 25, 24, 23, 24",https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,https://open.spotify.com/album/58kvvQvx6OtLqEDhqYSzyM,https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny
Thotiana,QZDA51839408,3oh6SCCeLuXhFpEyepla6G,Blueface,3Fl1V19tmjt57oBdxXKAjJ,Famous Cryp,634164168223,2gZmrByp6yiyePHi3dzZ1d,2018-12-17,"Fifth Amendment Entertainment, eOne Music",United States,64,viral,daily,1,2019-01-30,25,0,2019-03-16,"9, 10, 10, 7, 7, 6, 6, 6, 10, 9, 8, 8, 6, 7, 7, 6, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 5, 6, 8, 8, 9, 9, 17, 18, 18, 19, 18, 18, 20, 28, 28, 28, 26, 25, 25, 25",https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,https://open.spotify.com/album/2gZmrByp6yiyePHi3dzZ1d,https://open.spotify.com/artist/3Fl1V19tmjt57oBdxXKAjJ
Big Ole Freak,USXQS1821741,3YEbLhXRDPTtctnb3ddg8g,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,Tina Snow,814908027287,26jEIrN7WSAnVQXXUmLRSN,2018-12-20,300 Entertainment,United States,5,viral,daily,26,2019-03-16,26,4,2019-03-16,"47, 40, 33, 30, 26",https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g,https://open.spotify.com/album/26jEIrN7WSAnVQXXUmLRSN,https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK
Envy Me,USHM91813257,05t7JMip6JrLuSrMV5yYjX,Calboy,0HkcYmcjrBR3SCw9Ld5VZk,Envy Me,886447487464,6kouOn7KSqTklk5Mh1vEH2,2018-12-12,Not specified,United States,68,viral,daily,5,2019-01-12,27,0,2019-03-16,"12, 11, 12, 11, 7, 6, 5, 6, 5, 5, 5, 7, 8, 8, 9, 9, 9, 10, 10, 12, 12, 12, 11, 10, 8, 8, 14, 13, 13, 12, 11, 11, 11, 25, 24, 23, 22, 20, 19, 18, 22, 20, 21, 21, 23, 24, 26, 31, 33, 32, 31, 32, 32, 33, 39, 39, 38, 37, 34, 32, 30, 38, 35, 33, 32, 29, 27, 27",https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,https://open.spotify.com/album/6kouOn7KSqTklk5Mh1vEH2,https://open.spotify.com/artist/0HkcYmcjrBR3SCw9Ld5VZk
I Don’t Even Know You Anymore (feat. Bazzi & Lil Wayne),USUG11900322,5pzeevBDvU6GVXqUKoiYDX,"Netsky, Bazzi, Lil Wayne","5TgQ66WuWkoQ2xYxaSTnVP, 4GvEc3ANtPPjt1ZJllr5Zl, 55Aa2cqylxrFIXC767Z865",I Don’t Even Know You Anymore,602577484056,7vpee3EK774748ieWc7E76,2019-02-13,Republic Records,United States,7,viral,daily,20,2019-03-11,28,-2,2019-03-16,"21, 20, 22, 24, 23, 26, 28",https://open.spotify.com/track/5pzeevBDvU6GVXqUKoiYDX,https://open.spotify.com/album/7vpee3EK774748ieWc7E76,https://open.spotify.com/artist/5TgQ66WuWkoQ2xYxaSTnVP
