Track,ISRC,Spotify Track Ids,Artist(s),Spotify Artist Id(s),Album(s),UPC,Spotify Album Ids,Release Date,Record Label,Country,Days on Chart,Chart Type,Chart Cycle,Peak Position,Peak Date,Latest Position,Position Change,Latest Charting Date,Historical Positions,Spotify Track Link,Spotify Album Link,Spotify Artist Link
Summon The Fire,USUM71820716,5c44MldQ2CvroamP73V1lp,The Comet Is Coming,0Z5FMozvx15nUSUA6a9kkU,Trust In The Lifeforce Of The Deep Mystery,602577388378,2mvz0NPBCPTbSEgRViuDLK,2019-03-14,Impulse!,United Kingdom,3,viral,daily,10,2019-03-14,11,0,2019-03-16,"10, 11, 11",https://open.spotify.com/track/5c44MldQ2CvroamP73V1lp,https://open.spotify.com/album/2mvz0NPBCPTbSEgRViuDLK,https://open.spotify.com/artist/0Z5FMozvx15nUSUA6a9kkU
Boasty (feat. Idris Elba),GB5KW1900082,7cz506PyIgh2bMN90Mc8Tn,"Wiley, Stefflon Don, Sean Paul, Idris Elba","7k9T7lZlHjRAM1bb0r9Rm3, 2ExGrw6XpbtUAJHTLtUXUD, 3Isy6kedDrgPYoTS1dazA9, 0Dc2rdPzleezxhvQhQbXuS",Boasty (feat. Idris Elba),4050538472097,7JoyVaXzxpgTPjkgB8mWk3,2019-01-21,BMG Rights Management (UK),United Kingdom,27,viral,daily,12,2019-03-16,12,1,2019-03-16,"17, 18, 20, 18, 18, 23, 26, 33, 32, 31, 33, 30, 29, 29, 46, 47, 45, 45, 43, 37, 38, 28, 24, 18, 14, 13, 12",https://open.spotify.com/track/7cz506PyIgh2bMN90Mc8Tn,https://open.spotify.com/album/7JoyVaXzxpgTPjkgB8mWk3,https://open.spotify.com/artist/7k9T7lZlHjRAM1bb0r9Rm3
Options,QM6P41894589,2cytBOLpwFRX7J9URCrFIe,"NSG, Tion Wayne","31Ua7zSTJxegjyd49ujbSA, 7b79bQFziJFedJb75k6hFt",Options,193483204437,35MvbFXqp1ESDkKNqYfOIM,2018-11-29,NSG Entertainment,United Kingdom,72,viral,daily,1,2019-01-28,13,-1,2019-03-16,"40, 32, 28, 24, 21, 18, 18, 18, 19, 18, 18, 17, 17, 17, 16, 15, 13, 13, 14, 8, 5, 3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 8, 8, 8, 8, 7, 7, 6, 9, 9, 9, 9, 12, 13, 14, 9, 9, 12, 12, 12, 12, 13",https://open.spotify.com/track/2cytBOLpwFRX7J9URCrFIe,https://open.spotify.com/album/35MvbFXqp1ESDkKNqYfOIM,https://open.spotify.com/artist/31Ua7zSTJxegjyd49ujbSA
Juice,USAT21813044,0onslUNmSLDkuYaideYWir,Lizzo,56oDRnqbIiwx4mymNEv7dS,Juice,075679855572,11coWHUoRLfoplozmzNz0v,2019-01-03,"Nice Life, Atlantic",United Kingdom,49,viral,daily,5,2019-01-27,14,0,2019-03-16,"5, 5, 5, 5, 5, 5, 5, 6, 7, 9, 9, 9, 7, 7, 7, 6, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 7, 9, 9, 9, 10, 10, 11, 10, 11, 9, 8, 15, 16, 11, 11, 13, 14, 14",https://open.spotify.com/track/0onslUNmSLDkuYaideYWir,https://open.spotify.com/album/11coWHUoRLfoplozmzNz0v,https://open.spotify.com/artist/56oDRnqbIiwx4mymNEv7dS
Thotiana,QZDA51839408,3oh6SCCeLuXhFpEyepla6G,Blueface,3Fl1V19tmjt57oBdxXKAjJ,Famous Cryp,634164168223,2gZmrByp6yiyePHi3dzZ1d,2018-12-17,"Fifth Amendment Entertainment, eOne Music",United Kingdom,64,viral,daily,3,2019-02-09,15,2,2019-03-16,"19, 20, 25, 45, 44, 42, 36, 34, 35, 31, 22, 22, 22, 19, 16, 11, 10, 10, 9, 7, 6, 6, 8, 6, 5, 4, 4, 4, 3, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 4, 4, 4, 5, 5, 5, 6, 5, 5, 5, 5, 5, 5, 11, 12, 16, 16, 19, 17, 15",https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,https://open.spotify.com/album/2gZmrByp6yiyePHi3dzZ1d,https://open.spotify.com/artist/3Fl1V19tmjt57oBdxXKAjJ
TWIT,KRA381900397,6qyz1KOlGJsKYJ4ZsRmRSD,Hwa Sa,7bmYpVgQub656uNTu6qGNQ,TWIT,8804775099342,6KL4s0Y6Ijcj0QP1Nm1EVF,2019-02-12,"RBW, Inc",United Kingdom,7,viral,daily,16,2019-03-16,16,3,2019-03-16,"19, 20, 22, 24, 23, 19, 16",https://open.spotify.com/track/6qyz1KOlGJsKYJ4ZsRmRSD,https://open.spotify.com/album/6KL4s0Y6Ijcj0QP1Nm1EVF,https://open.spotify.com/artist/7bmYpVgQub656uNTu6qGNQ
Undrunk,USUG11900006,5SHhPFh68OhUmuRPymKX9d,FLETCHER,5qa31A9HySw3T7MKWI9bGg,Undrunk,602577370403,5Skgz8BwS0Lfw2zlQSy1EB,2019-01-24,Capitol Records,United Kingdom,27,viral,daily,12,2019-02-26,17,1,2019-03-16,"41, 30, 31, 28, 28, 20, 16, 15, 12, 13, 15, 15, 20, 22, 21, 27, 28, 28, 28, 27, 24, 24, 23, 17, 21, 18, 17",https://open.spotify.com/track/5SHhPFh68OhUmuRPymKX9d,https://open.spotify.com/album/5Skgz8BwS0Lfw2zlQSy1EB,https://open.spotify.com/artist/5qa31A9HySw3T7MKWI9bGg
Hazy Shade of Winter (feat. Ray Toro),USRE11900087,1tBZnhDT8xbgJTs43FiqrD,"Gerard Way, Ray Toro","4YZ5ECfbM2xSTSQTJGBbO5, 7vtO3glDQwyFDY5cTymz4E",Hazy Shade of Winter (feat. Ray Toro),054391946263,4NBFFGWZqYd06XlBPEmgMX,2019-01-23,Reprise,United Kingdom,26,viral,daily,13,2019-02-24,18,2,2019-03-16,"23, 19, 14, 14, 15, 13, 14, 14, 15, 14, 14, 15, 18, 19, 19, 21, 22, 21, 21, 23, 21, 18, 15, 17, 20, 18",https://open.spotify.com/track/1tBZnhDT8xbgJTs43FiqrD,https://open.spotify.com/album/4NBFFGWZqYd06XlBPEmgMX,https://open.spotify.com/artist/4YZ5ECfbM2xSTSQTJGBbO5
Please Me,USAT21811659,0PG9fbaaHFHfre2gUVo7AN,"Cardi B, Bruno Mars","4kYSro6naA4h99UJvo89HB, 0du5cEVh5yTK9QJze8zA0C",Please Me,075679853653,5a4sJJ3qjn6hqRsvm0Veso,2019-02-14,"Atlantic, KSR",United Kingdom,7,viral,daily,12,2019-03-10,19,-3,2019-03-16,"12, 13, 15, 13, 15, 16, 19",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,https://open.spotify.com/album/5a4sJJ3qjn6hqRsvm0Veso,https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB
Dissolve,USAT21704522,7pBrj5rt4SSxXwFKOyZfHR,Absofacto,7gAYvcQFmAruyvwGjxrSUr,Thousand Peaces,075679886712,79mdn7airf7jJw1dhV1PCI,2017-11-02,Absofacto,United Kingdom,7,viral,daily,15,2019-03-15,20,-5,2019-03-16,"27, 26, 25, 22, 16, 15, 20",https://open.spotify.com/track/7pBrj5rt4SSxXwFKOyZfHR,https://open.spotify.com/album/79mdn7airf7jJw1dhV1PCI,https://open.spotify.com/artist/7gAYvcQFmAruyvwGjxrSUr
Mixed Personalities (feat. Kanye West),QMCE31902201,6vWEAOUSxohKxhp0K1BsxL,"YNW Melly, Kanye West","1cNDP5yjU5vjeR8qMf4grg, 5K4W6rqBFWDnAN6FQUkS6x",We All Shine,814908027393,09b9NC1oQbYaHcacgXn66k,2019-01-17,,United Kingdom,35,viral,daily,18,2019-03-02,21,4,2019-03-16,"38, 39, 35, 28, 29, 25, 24, 21, 20, 19, 21, 20, 20, 24, 25, 24, 23, 23, 22, 21, 18, 20, 20, 20, 20, 20, 20, 19, 25, 23, 26, 25, 25, 25, 21",https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,https://open.spotify.com/album/09b9NC1oQbYaHcacgXn66k,https://open.spotify.com/artist/1cNDP5yjU5vjeR8qMf4grg
Play God,GBKPL1778702,022k1qYIMWV20yW7tjiBv5,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,Play God,602567890294,5uzU3A3Ppl7g1Cf4LUHIfZ,2017-05-30,Polydor Records,United Kingdom,49,viral,daily,17,2019-02-25,22,-1,2019-03-16,"48, 46, 43, 29, 28, 28, 32, 33, 32, 34, 45, 48, 48, 50, 46, 43, 46, 48, 48, 47, 48, 50, 50, 44, 27, 27, 22, 19, 18, 17, 17, 19, 20, 19, 21, 24, 23, 24, 25, 26, 26, 30, 29, 27, 27, 23, 20, 21, 22",https://open.spotify.com/track/022k1qYIMWV20yW7tjiBv5,https://open.spotify.com/album/5uzU3A3Ppl7g1Cf4LUHIfZ,https://open.spotify.com/artist/6zlR5ttMfMNmwf2lecU9Cc
"break up with your girlfriend, i'm bored",USUM71900409,4kV4N9D1iKVxx1KLvtTpjS,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",602577490385,2fYhqwDWXjbpjaIJPEfKFw,2019-02-07,Republic Records,United Kingdom,14,viral,daily,7,2019-03-07,23,-1,2019-03-16,"8, 8, 8, 8, 7, 8, 11, 14, 15, 17, 20, 22, 22, 23",https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,https://open.spotify.com/album/2fYhqwDWXjbpjaIJPEfKFw,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR
First Days (Cadet Tribute),GBARL1900170,1v0GFuRWhtQNffYHUlMWuC,Deno,3gvZjuNJvTtrDtLkbXkOIV,First Days (Cadet Tribute),886447571330,2lCcpANtVBccnf8mLe21Ad,2019-02-12,Columbia,United Kingdom,7,viral,daily,17,2019-03-10,24,3,2019-03-16,"17, 22, 20, 26, 29, 27, 24",https://open.spotify.com/track/1v0GFuRWhtQNffYHUlMWuC,https://open.spotify.com/album/2lCcpANtVBccnf8mLe21Ad,https://open.spotify.com/artist/3gvZjuNJvTtrDtLkbXkOIV
